<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA,Signal RSI,Signal SO,Signal Line Crossover,Centerline Crossover,Signal MACD
EURJPY,20010103,140400,108.72,108.72,108.71,108.72,4,1,0,0,1,-1,0
EURJPY,20010103,140500,108.71,108.72,108.69,108.69,4,0,0,-1,1,-1,0
EURJPY,20010103,140600,108.7,108.72,108.69,108.71,4,0,0,0,1,1,0
EURJPY,20010103,140700,108.7,108.72,108.7,108.7,4,0,0,-1,1,1,0
EURJPY,20010103,140800,108.71,108.72,108.7,108.7,4,0,0,0,1,1,0
EURJPY,20010103,140900,108.71,108.72,108.7,108.72,4,0,0,0,1,1,0
EURJPY,20010103,141000,108.73,108.73,108.71,108.71,4,1,0,-1,1,1,0
EURJPY,20010103,141100,108.72,108.75,108.72,108.75,4,1,0,0,1,1,0
EURJPY,20010103,141200,108.74,108.77,108.72,108.76,4,0,0,0,1,1,0
EURJPY,20010103,141300,108.75,108.76,108.74,108.74,4,0,0,-1,1,1,0
EURJPY,20010103,141400,108.73,108.73,108.71,108.71,4,-1,0,0,1,1,0
EURJPY,20010103,141500,108.7,108.73,108.7,108.7,4,-1,0,0,1,1,0
EURJPY,20010103,141600,108.69,108.69,108.64,108.64,4,-1,0,0,-1,1,-1
EURJPY,20010103,141700,108.65,108.66,108.62,108.65,4,-1,0,1,-1,-1,0
EURJPY,20010103,141800,108.66,108.66,108.62,108.64,4,0,0,0,-1,-1,0
EURJPY,20010103,141900,108.63,108.63,108.61,108.62,4,-1,0,0,-1,-1,0
EURJPY,20010103,142000,108.63,108.63,108.56,108.57,4,-1,0,0,-1,-1,0
EURJPY,20010103,142100,108.56,108.56,108.54,108.55,4,-1,0,0,-1,-1,0
EURJPY,20010103,142200,108.54,108.54,108.5,108.53,4,-1,0,1,-1,-1,0
EURJPY,20010103,142300,108.52,108.52,108.51,108.52,4,-1,0,0,-1,-1,0
EURJPY,20010103,142400,108.51,108.55,108.51,108.54,4,0,1,1,-1,-1,0
EURJPY,20010103,142500,108.55,108.57,108.54,108.56,4,1,0,0,-1,-1,0
EURJPY,20010103,142600,108.56,108.59,108.56,108.59,4,1,0,0,-1,-1,0
EURJPY,20010103,142700,108.59,108.62,108.59,108.62,4,1,0,0,-1,-1,0
EURJPY,20010103,142800,108.63,108.65,108.63,108.64,4,1,0,0,1,-1,1
EURJPY,20010103,142900,108.64,108.64,108.64,108.64,4,1,0,0,1,-1,0
EURJPY,20010103,143000,108.63,108.69,108.63,108.69,4,1,0,0,1,-1,0
EURJPY,20010103,143100,108.68,108.7,108.67,108.7,4,1,0,0,1,-1,0
EURJPY,20010103,143200,108.69,108.71,108.66,108.7,4,0,0,-1,1,-1,0
EURJPY,20010103,143300,108.71,108.73,108.7,108.73,4,1,0,0,1,1,0
EURJPY,20010103,143400,108.72,108.73,108.71,108.71,4,1,0,-1,1,1,0
EURJPY,20010103,143500,108.7,108.7,108.66,108.66,4,-1,0,0,1,1,0
EURJPY,20010103,143600,108.67,108.69,108.67,108.68,4,-1,0,0,1,1,0
EURJPY,20010103,143700,108.67,108.67,108.63,108.63,4,-1,0,0,1,1,0
EURJPY,20010103,143800,108.64,108.64,108.59,108.59,4,-1,0,0,1,-1,0
EURJPY,20010103,143900,108.58,108.58,108.57,108.58,4,-1,0,0,-1,-1,-1
EURJPY,20010103,144000,108.57,108.57,108.53,108.53,4,-1,0,0,-1,-1,0
EURJPY,20010103,144100,108.52,108.52,108.49,108.49,4,-1,0,0,-1,-1,0
EURJPY,20010103,144200,108.48,108.51,108.48,108.5,4,-1,0,1,-1,-1,0
EURJPY,20010103,144300,108.51,108.53,108.51,108.52,4,0,0,0,-1,-1,0
EURJPY,20010103,144400,108.51,108.51,108.46,108.46,4,-1,0,0,-1,-1,0
EURJPY,20010103,144500,108.47,108.47,108.44,108.44,4,-1,0,0,-1,-1,0
EURJPY,20010103,144600,108.45,108.47,108.44,108.46,4,-1,1,1,-1,-1,0
EURJPY,20010103,144700,108.47,108.49,108.47,108.49,4,1,0,0,-1,-1,0
EURJPY,20010103,144800,108.48,108.48,108.47,108.47,4,0,0,0,-1,-1,0
EURJPY,20010103,144900,108.46,108.49,108.46,108.49,4,0,0,1,-1,-1,0
EURJPY,20010103,145000,108.5,108.51,108.5,108.5,4,1,0,0,-1,-1,0
EURJPY,20010103,145100,108.51,108.53,108.51,108.53,4,1,0,0,1,-1,1
EURJPY,20010103,145200,108.54,108.54,108.51,108.51,4,1,0,0,1,-1,0
EURJPY,20010103,145300,108.5,108.52,108.48,108.48,4,0,0,0,1,-1,0
EURJPY,20010103,145400,108.47,108.47,108.44,108.44,4,-1,0,0,-1,-1,-1
EURJPY,20010103,145500,108.43,108.44,108.43,108.43,4,-1,0,0,-1,-1,0
EURJPY,20010103,145600,108.44,108.45,108.44,108.45,4,-1,0,1,-1,-1,0
EURJPY,20010103,145700,108.46,108.51,108.46,108.51,4,1,0,0,1,-1,1
EURJPY,20010103,145800,108.52,108.54,108.52,108.54,4,1,0,0,1,-1,0
EURJPY,20010103,145900,108.55,108.56,108.54,108.56,4,1,0,0,1,-1,0
EURJPY,20010103,150000,108.57,108.58,108.53,108.53,4,0,0,-1,1,-1,0
EURJPY,20010103,150100,108.52,108.54,108.52,108.53,4,0,0,0,1,-1,0
EURJPY,20010103,150200,108.53,108.53,108.51,108.51,4,-1,0,0,1,-1,0
EURJPY,20010103,150300,108.5,108.5,108.49,108.49,4,-1,0,0,1,-1,0
EURJPY,20010103,150400,108.49,108.49,108.47,108.48,4,-1,0,0,1,-1,0
EURJPY,20010103,150500,108.49,108.54,108.49,108.54,4,0,0,0,1,-1,0
EURJPY,20010103,150600,108.55,108.56,108.55,108.55,4,1,0,0,1,-1,0
EURJPY,20010103,150700,108.54,108.55,108.54,108.55,4,1,0,0,1,-1,0
EURJPY,20010103,150800,108.54,108.61,108.54,108.61,4,1,0,0,1,1,0
EURJPY,20010103,150900,108.6,108.6,108.58,108.58,4,1,0,-1,1,1,0
EURJPY,20010103,151000,108.58,108.59,108.58,108.59,4,1,0,0,1,1,0
EURJPY,20010103,151100,108.59,108.6,108.54,108.54,4,0,0,0,1,1,0
EURJPY,20010103,151200,108.54,108.55,108.53,108.53,4,-1,0,0,1,1,0
EURJPY,20010103,151300,108.52,108.52,108.5,108.51,4,-1,0,0,1,1,0
EURJPY,20010103,151400,108.51,108.51,108.5,108.5,4,-1,0,0,-1,-1,-1
EURJPY,20010103,151500,108.49,108.5,108.48,108.5,4,-1,0,0,-1,-1,0
EURJPY,20010103,151600,108.5,108.5,108.49,108.49,4,-1,0,0,-1,-1,0
EURJPY,20010103,151700,108.5,108.51,108.5,108.51,4,0,0,1,-1,-1,0
EURJPY,20010103,151800,108.52,108.53,108.52,108.53,4,1,0,0,-1,-1,0
EURJPY,20010103,151900,108.53,108.53,108.5,108.5,4,0,0,0,-1,-1,0
EURJPY,20010103,152000,108.51,108.53,108.51,108.53,4,0,0,0,-1,-1,0
EURJPY,20010103,152100,108.52,108.52,108.49,108.49,4,0,0,0,-1,-1,0
EURJPY,20010103,152200,108.5,108.5,108.5,108.5,4,-1,0,0,-1,-1,0
EURJPY,20010103,152300,108.51,108.52,108.51,108.51,4,0,0,0,-1,-1,0
EURJPY,20010103,152400,108.52,108.52,108.51,108.51,4,1,0,0,-1,-1,0
EURJPY,20010103,152500,108.5,108.51,108.5,108.51,4,-1,0,0,-1,-1,0
EURJPY,20010103,152600,108.51,108.53,108.51,108.53,4,1,0,0,1,-1,1
EURJPY,20010103,152700,108.53,108.53,108.51,108.51,4,0,0,0,1,-1,0
EURJPY,20010103,152800,108.5,108.5,108.46,108.49,4,-1,0,0,-1,-1,-1
EURJPY,20010103,152900,108.5,108.52,108.5,108.5,4,0,0,0,-1,-1,0
EURJPY,20010103,153000,108.48,108.48,108.47,108.48,4,-1,0,0,-1,-1,0
EURJPY,20010103,153100,108.47,108.49,108.47,108.49,4,-1,0,0,-1,-1,0
EURJPY,20010103,153200,108.49,108.49,108.48,108.48,4,0,0,0,-1,-1,0
EURJPY,20010103,153300,108.47,108.48,108.46,108.46,4,-1,0,0,-1,-1,0
EURJPY,20010103,153400,108.45,108.45,108.45,108.45,4,-1,0,0,-1,-1,0
EURJPY,20010103,153500,108.46,108.48,108.46,108.47,4,0,0,1,-1,-1,0
EURJPY,20010103,153600,108.47,108.47,108.46,108.46,4,0,0,0,-1,-1,0
EURJPY,20010103,153700,108.45,108.45,108.43,108.43,4,-1,0,0,-1,-1,0
EURJPY,20010103,153800,108.42,108.42,108.41,108.41,4,-1,0,0,-1,-1,0
EURJPY,20010103,153900,108.42,108.44,108.41,108.42,4,0,0,1,-1,-1,0
EURJPY,20010103,154000,108.41,108.41,108.36,108.36,4,-1,0,0,-1,-1,0
EURJPY,20010103,154100,108.35,108.35,108.28,108.28,4,-1,0,0,-1,-1,0
EURJPY,20010103,154200,108.27,108.27,108.25,108.25,4,-1,0,0,-1,-1,0
EURJPY,20010103,154300,108.24,108.24,108.19,108.19,4,-1,0,0,-1,-1,0
EURJPY,20010103,154400,108.19,108.23,108.19,108.23,4,-1,0,1,-1,-1,0
EURJPY,20010103,154500,108.23,108.23,108.12,108.13,4,-1,0,0,-1,-1,0
EURJPY,20010103,154600,108.12,108.12,108.08,108.09,4,-1,0,0,-1,-1,0
EURJPY,20010103,154700,108.08,108.1,108.07,108.1,4,-1,0,1,-1,-1,0
EURJPY,20010103,154800,108.09,108.11,108.08,108.11,4,-1,0,0,-1,-1,0
EURJPY,20010103,154900,108.09,108.14,108.09,108.14,4,0,0,0,-1,-1,0
EURJPY,20010103,155000,108.16,108.17,108.14,108.17,4,1,1,0,-1,-1,0
EURJPY,20010103,155100,108.16,108.16,108.14,108.15,4,1,0,0,-1,-1,0
EURJPY,20010103,155200,108.15,108.18,108.14,108.16,4,0,0,0,-1,-1,0
EURJPY,20010103,155300,108.17,108.19,108.17,108.18,4,1,0,0,1,-1,1
EURJPY,20010103,155400,108.19,108.2,108.19,108.2,4,1,0,0,1,-1,0
EURJPY,20010103,155500,108.21,108.21,108.19,108.19,4,1,0,0,1,-1,0
EURJPY,20010103,155600,108.2,108.21,108.2,108.21,4,1,0,0,1,-1,0
EURJPY,20010103,155700,108.22,108.22,108.21,108.22,4,1,0,0,1,-1,0
EURJPY,20010103,155800,108.22,108.22,108.21,108.21,4,1,0,0,1,-1,0
EURJPY,20010103,155900,108.2,108.22,108.2,108.22,4,0,0,0,1,-1,0
EURJPY,20010103,160000,108.21,108.21,108.18,108.19,4,0,0,-1,1,-1,0
EURJPY,20010103,160100,108.18,108.18,108.17,108.18,4,-1,0,0,1,-1,0
EURJPY,20010103,160200,108.18,108.18,108.17,108.18,4,-1,0,0,1,-1,0
EURJPY,20010103,160300,108.17,108.17,108.15,108.15,4,-1,0,0,1,-1,0
EURJPY,20010103,160400,108.14,108.14,108.12,108.12,4,-1,0,0,1,-1,0
EURJPY,20010103,160500,108.11,108.14,108.11,108.13,4,-1,0,0,1,-1,0
EURJPY,20010103,160600,108.12,108.12,108.1,108.11,4,-1,0,0,1,-1,0
EURJPY,20010103,160700,108.1,108.13,108.1,108.13,4,0,0,1,1,-1,0
EURJPY,20010103,160800,108.14,108.21,108.14,108.21,4,1,0,0,1,-1,0
EURJPY,20010103,160900,108.22,108.24,108.22,108.22,4,1,0,0,1,-1,0
EURJPY,20010103,161000,108.21,108.21,108.2,108.21,4,1,0,0,1,-1,0
EURJPY,20010103,161100,108.22,108.24,108.22,108.24,4,1,0,0,1,-1,0
EURJPY,20010103,161200,108.24,108.26,108.24,108.26,4,1,0,0,1,-1,0
EURJPY,20010103,161300,108.26,108.26,108.24,108.25,4,1,0,-1,1,-1,0
EURJPY,20010103,161400,108.24,108.24,108.23,108.23,4,-1,0,0,1,-1,0
EURJPY,20010103,161500,108.24,108.28,108.24,108.28,4,1,0,0,1,1,0
EURJPY,20010103,161600,108.27,108.3,108.27,108.28,4,1,0,-1,1,1,0
EURJPY,20010103,161700,108.27,108.27,108.26,108.27,4,0,0,0,1,1,0
EURJPY,20010103,161800,108.26,108.27,108.26,108.27,4,0,0,0,1,1,0
EURJPY,20010103,161900,108.28,108.29,108.28,108.29,4,1,0,0,1,1,0
EURJPY,20010103,162000,108.28,108.29,108.28,108.29,4,1,0,0,1,1,0
EURJPY,20010103,162100,108.28,108.28,108.27,108.27,4,-1,0,-1,1,1,0
EURJPY,20010103,162200,108.26,108.26,108.24,108.24,4,-1,0,0,1,1,0
EURJPY,20010103,162300,108.24,108.25,108.24,108.25,4,-1,0,0,1,1,0
EURJPY,20010103,162400,108.26,108.28,108.25,108.28,4,0,0,0,1,1,0
EURJPY,20010103,162500,108.27,108.28,108.26,108.28,4,0,0,0,1,1,0
EURJPY,20010103,162600,108.29,108.3,108.29,108.29,4,1,0,0,1,1,0
EURJPY,20010103,162700,108.28,108.28,108.25,108.26,4,0,0,0,1,1,0
EURJPY,20010103,162800,108.25,108.25,108.22,108.22,4,-1,0,0,-1,1,-1
EURJPY,20010103,162900,108.22,108.25,108.22,108.23,4,-1,0,0,-1,1,0
EURJPY,20010103,163000,108.25,108.25,108.24,108.24,4,0,0,1,-1,1,0
EURJPY,20010103,163100,108.25,108.25,108.24,108.24,4,0,0,0,-1,1,0
EURJPY,20010103,163200,108.24,108.25,108.23,108.23,4,0,0,0,-1,1,0
EURJPY,20010103,163300,108.24,108.25,108.24,108.25,4,0,0,0,-1,1,0
EURJPY,20010103,163400,108.25,108.25,108.24,108.24,4,0,0,0,-1,1,0
EURJPY,20010103,163500,108.24,108.26,108.24,108.24,4,0,0,0,-1,1,0
EURJPY,20010103,163600,108.25,108.26,108.25,108.25,4,1,0,0,-1,1,0
EURJPY,20010103,163700,108.24,108.27,108.24,108.27,4,0,0,0,-1,1,0
EURJPY,20010103,163800,108.28,108.31,108.28,108.31,4,1,0,0,1,1,1
EURJPY,20010103,163900,108.3,108.3,108.27,108.28,4,0,0,0,1,1,0
EURJPY,20010103,164000,108.27,108.27,108.24,108.24,4,-1,0,0,1,1,0
EURJPY,20010103,164100,108.25,108.28,108.25,108.28,4,0,0,0,1,1,0
EURJPY,20010103,164200,108.26,108.28,108.26,108.27,4,0,0,0,1,1,0
EURJPY,20010103,164300,108.28,108.28,108.27,108.27,4,1,0,0,1,1,0
EURJPY,20010103,164400,108.28,108.28,108.28,108.28,4,1,0,0,1,1,0
EURJPY,20010103,164500,108.27,108.27,108.26,108.26,4,-1,0,0,1,1,0
EURJPY,20010103,164600,108.26,108.26,108.24,108.24,4,-1,0,0,-1,1,-1
EURJPY,20010103,164700,108.25,108.25,108.23,108.24,4,-1,0,0,-1,1,0
EURJPY,20010103,164800,108.24,108.24,108.23,108.23,4,-1,0,0,-1,-1,0
EURJPY,20010103,164900,108.22,108.23,108.22,108.23,4,-1,0,1,-1,-1,0
EURJPY,20010103,165000,108.22,108.25,108.22,108.25,4,0,0,0,-1,-1,0
EURJPY,20010103,165100,108.26,108.26,108.26,108.26,4,1,0,0,-1,-1,0
EURJPY,20010103,165200,108.26,108.26,108.23,108.23,4,0,0,0,-1,-1,0
EURJPY,20010103,165300,108.22,108.23,108.21,108.23,4,-1,0,0,-1,-1,0
EURJPY,20010103,165400,108.23,108.23,108.21,108.21,4,-1,0,0,-1,-1,0
EURJPY,20010103,165500,108.22,108.25,108.22,108.25,4,0,0,1,-1,-1,0
EURJPY,20010103,165600,108.25,108.26,108.25,108.26,4,1,0,0,-1,-1,0
EURJPY,20010103,165700,108.25,108.25,108.23,108.24,4,0,0,0,-1,-1,0
EURJPY,20010103,165800,108.24,108.25,108.24,108.24,4,0,0,0,-1,-1,0
EURJPY,20010103,165900,108.25,108.25,108.25,108.25,4,1,0,0,1,-1,1
EURJPY,20010103,170000,108.24,108.24,108.24,108.24,4,-1,0,0,-1,-1,-1
EURJPY,20010103,170100,108.24,108.24,108.24,108.24,4,-1,0,0,-1,-1,0
EURJPY,20010103,170200,108.24,108.24,108.24,108.24,4,-1,0,0,-1,-1,0
EURJPY,20010103,170300,108.25,108.27,108.25,108.26,4,1,0,0,1,-1,1
EURJPY,20010103,170400,108.25,108.26,108.22,108.22,4,0,0,0,-1,-1,-1
EURJPY,20010103,170500,108.22,108.22,108.22,108.22,4,-1,0,0,-1,-1,0
EURJPY,20010103,170600,108.23,108.25,108.23,108.23,4,0,0,0,-1,-1,0
EURJPY,20010103,170700,108.24,108.25,108.22,108.22,4,0,0,0,-1,-1,0
EURJPY,20010103,170800,108.21,108.24,108.21,108.24,4,0,0,0,-1,-1,0
EURJPY,20010103,170900,108.25,108.26,108.24,108.24,4,1,0,0,-1,-1,0
EURJPY,20010103,171000,108.25,108.25,108.23,108.23,4,0,0,0,-1,-1,0
EURJPY,20010103,171100,108.25,108.25,108.25,108.25,4,1,0,0,1,-1,1
EURJPY,20010103,171200,108.24,108.24,108.24,108.24,4,-1,0,0,1,-1,0
EURJPY,20010103,171300,108.23,108.24,108.2,108.2,4,-1,0,0,-1,-1,-1
EURJPY,20010103,171400,108.21,108.21,108.17,108.17,4,-1,0,0,-1,-1,0
EURJPY,20010103,171500,108.16,108.16,108.15,108.15,4,-1,0,0,-1,-1,0
EURJPY,20010103,171600,108.15,108.15,108.14,108.15,4,-1,0,1,-1,-1,0
EURJPY,20010103,171700,108.14,108.14,108.09,108.1,4,-1,0,0,-1,-1,0
EURJPY,20010103,171800,108.09,108.09,108.07,108.07,4,-1,0,0,-1,-1,0
EURJPY,20010103,171900,108.08,108.09,108.08,108.09,4,-1,0,1,-1,-1,0
EURJPY,20010103,172000,108.09,108.09,108.08,108.08,4,-1,0,0,-1,-1,0
EURJPY,20010103,172100,108.07,108.07,108.04,108.05,4,-1,0,0,-1,-1,0
EURJPY,20010103,172200,108.06,108.07,108.04,108.05,4,-1,0,0,-1,-1,0
EURJPY,20010103,172300,108.05,108.08,108.05,108.08,4,0,1,1,-1,-1,0
EURJPY,20010103,172400,108.09,108.09,108.08,108.09,4,1,0,0,-1,-1,0
EURJPY,20010103,172500,108.1,108.11,108.1,108.1,4,1,0,0,-1,-1,0
EURJPY,20010103,172600,108.1,108.12,108.1,108.12,4,1,0,0,-1,-1,0
EURJPY,20010103,172700,108.1,108.11,108.1,108.11,4,1,0,0,1,-1,1
EURJPY,20010103,172800,108.11,108.11,108.08,108.08,4,0,0,0,1,-1,0
EURJPY,20010103,172900,108.08,108.08,108.08,108.08,4,-1,0,0,1,-1,0
EURJPY,20010103,173000,108.06,108.08,108.06,108.08,4,-1,0,0,1,-1,0
EURJPY,20010103,173100,108.09,108.1,108.09,108.1,4,1,0,0,1,-1,0
EURJPY,20010103,173200,108.1,108.11,108.1,108.11,4,1,0,0,1,-1,0
EURJPY,20010103,173300,108.1,108.1,108.08,108.08,4,0,0,0,1,-1,0
EURJPY,20010103,173400,108.08,108.08,108.08,108.08,4,-1,0,0,1,-1,0
EURJPY,20010103,173500,108.09,108.09,108.09,108.09,4,1,0,0,1,-1,0
EURJPY,20010103,173600,108.1,108.11,108.1,108.1,4,1,0,0,1,-1,0
EURJPY,20010103,173700,108.1,108.1,108.1,108.1,4,1,0,0,1,-1,0
EURJPY,20010103,173800,108.09,108.09,108.09,108.09,4,-1,0,0,1,-1,0
EURJPY,20010103,173900,108.08,108.09,108.08,108.08,4,-1,0,0,1,-1,0
EURJPY,20010103,174000,108.08,108.09,108.08,108.09,4,0,0,0,1,-1,0
EURJPY,20010103,174100,108.1,108.1,108.1,108.1,4,1,0,0,1,-1,0
EURJPY,20010103,174200,108.09,108.09,108.06,108.06,4,-1,0,0,1,-1,0
EURJPY,20010103,174300,108.05,108.08,108.05,108.08,4,-1,0,0,1,-1,0
EURJPY,20010103,174400,108.08,108.08,108.07,108.07,4,0,0,0,1,-1,0
EURJPY,20010103,174500,108.07,108.07,108.06,108.06,4,-1,0,0,1,-1,0
EURJPY,20010103,174600,108.06,108.06,108.06,108.06,4,-1,0,0,1,-1,0
EURJPY,20010103,174700,108.05,108.05,108.05,108.05,4,-1,0,0,1,-1,0
EURJPY,20010103,174800,108.04,108.04,108.03,108.04,4,-1,0,1,-1,-1,-1
EURJPY,20010103,174900,108.04,108.04,108.02,108.02,4,-1,0,0,-1,-1,0
EURJPY,20010103,175000,108.02,108.02,108.02,108.02,4,-1,0,0,-1,-1,0
EURJPY,20010103,175100,108.02,108.02,108.02,108.02,4,-1,0,0,-1,-1,0
EURJPY,20010103,175200,108.03,108.03,107.98,107.98,4,0,0,0,-1,-1,0
EURJPY,20010103,175300,107.97,107.98,107.96,107.96,4,-1,0,0,-1,-1,0
EURJPY,20010103,175400,107.96,107.96,107.96,107.96,4,-1,0,0,-1,-1,0
EURJPY,20010103,175500,107.95,107.95,107.93,107.94,4,-1,0,1,-1,-1,0
EURJPY,20010103,175600,107.93,107.93,107.9,107.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,175700,107.9,107.9,107.89,107.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,175800,107.89,107.89,107.85,107.85,4,-1,0,0,-1,-1,0
EURJPY,20010103,175900,107.84,107.85,107.83,107.85,4,-1,0,1,-1,-1,0
EURJPY,20010103,180000,107.87,107.88,107.87,107.88,4,1,0,0,-1,-1,0
EURJPY,20010103,180100,107.88,107.89,107.87,107.87,4,0,0,0,-1,-1,0
EURJPY,20010103,180200,107.88,107.88,107.84,107.84,4,0,0,0,-1,-1,0
EURJPY,20010103,180300,107.84,107.84,107.84,107.84,4,-1,0,0,-1,-1,0
EURJPY,20010103,180400,107.83,107.84,107.83,107.84,4,-1,0,1,-1,-1,0
EURJPY,20010103,180500,107.84,107.84,107.83,107.83,4,-1,0,0,-1,-1,0
EURJPY,20010103,180600,107.82,107.83,107.82,107.83,4,-1,0,1,-1,-1,0
EURJPY,20010103,180700,107.83,107.85,107.82,107.85,4,0,0,0,-1,-1,0
EURJPY,20010103,180800,107.86,107.88,107.86,107.87,4,1,1,0,1,-1,1
EURJPY,20010103,180900,107.87,107.87,107.83,107.83,4,0,0,0,1,-1,0
EURJPY,20010103,181000,107.85,107.86,107.85,107.85,4,0,1,0,1,-1,0
EURJPY,20010103,181100,107.84,107.85,107.84,107.84,4,-1,0,0,1,-1,0
EURJPY,20010103,181200,107.83,107.83,107.81,107.82,4,-1,0,0,1,-1,0
EURJPY,20010103,181300,107.81,107.81,107.75,107.75,4,-1,0,0,1,-1,0
EURJPY,20010103,181400,107.76,107.76,107.74,107.75,4,-1,0,1,-1,-1,-1
EURJPY,20010103,181500,107.75,107.76,107.75,107.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,181600,107.77,107.78,107.76,107.76,4,0,0,0,-1,-1,0
EURJPY,20010103,181700,107.75,107.76,107.74,107.74,4,-1,0,0,-1,-1,0
EURJPY,20010103,181800,107.73,107.87,107.73,107.74,4,0,0,0,-1,-1,0
EURJPY,20010103,181900,107.75,107.86,107.75,107.86,4,0,1,1,1,-1,1
EURJPY,20010103,182000,107.9,107.95,107.9,107.9,4,1,0,0,1,-1,0
EURJPY,20010103,182100,107.85,107.85,107.41,107.41,4,0,0,0,-1,-1,-1
EURJPY,20010103,182200,107.39,107.39,107.26,107.26,4,-1,0,0,-1,-1,0
EURJPY,20010103,182300,107.25,107.26,107.17,107.17,4,-1,0,0,-1,-1,0
EURJPY,20010103,182400,107.16,107.2,107.16,107.2,4,-1,0,1,-1,-1,0
EURJPY,20010103,182500,107.21,107.32,107.21,107.32,4,0,0,0,-1,-1,0
EURJPY,20010103,182600,107.33,107.4,107.33,107.4,4,1,1,0,-1,-1,0
EURJPY,20010103,182700,107.42,107.49,107.42,107.49,4,1,0,0,-1,-1,0
EURJPY,20010103,182800,107.5,107.53,107.5,107.53,4,1,0,0,-1,-1,0
EURJPY,20010103,182900,107.52,107.54,107.51,107.52,4,1,0,0,1,-1,1
EURJPY,20010103,183000,107.51,107.52,107.48,107.48,4,0,0,0,1,-1,0
EURJPY,20010103,183100,107.47,107.49,107.45,107.49,4,0,0,0,1,-1,0
EURJPY,20010103,183200,107.5,107.5,107.49,107.5,4,1,0,0,1,-1,0
EURJPY,20010103,183300,107.52,107.6,107.52,107.56,4,1,0,0,1,-1,0
EURJPY,20010103,183400,107.5,107.55,107.5,107.54,4,0,0,0,1,-1,0
EURJPY,20010103,183500,107.55,107.55,107.46,107.46,4,0,0,0,1,-1,0
EURJPY,20010103,183600,107.44,107.44,107.41,107.41,4,-1,0,0,1,-1,0
EURJPY,20010103,183700,107.42,107.43,107.4,107.43,4,-1,0,0,1,-1,0
EURJPY,20010103,183800,107.46,107.5,107.45,107.5,4,1,0,0,1,-1,0
EURJPY,20010103,183900,107.49,107.49,107.34,107.34,4,0,0,0,1,-1,0
EURJPY,20010103,184000,107.31,107.31,107.26,107.26,4,-1,0,0,-1,-1,-1
EURJPY,20010103,184100,107.24,107.24,107.17,107.17,4,-1,0,0,-1,-1,0
EURJPY,20010103,184200,107.14,107.14,107.08,107.08,4,-1,0,0,-1,-1,0
EURJPY,20010103,184300,107.1,107.11,107.04,107.04,4,-1,0,0,-1,-1,0
EURJPY,20010103,184400,107.03,107.03,106.9,106.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,184500,106.86,106.86,106.74,106.74,4,-1,0,0,-1,-1,0
EURJPY,20010103,184600,106.73,106.73,106.64,106.64,4,-1,0,0,-1,-1,0
EURJPY,20010103,184700,106.63,106.66,106.63,106.66,4,-1,0,1,-1,-1,0
EURJPY,20010103,184800,106.65,106.66,106.53,106.53,4,-1,0,0,-1,-1,0
EURJPY,20010103,184900,106.54,106.57,106.53,106.57,4,-1,0,1,-1,-1,0
EURJPY,20010103,185000,106.58,106.58,106.53,106.53,4,-1,0,0,-1,-1,0
EURJPY,20010103,185100,106.52,106.54,106.52,106.52,4,-1,0,0,-1,-1,0
EURJPY,20010103,185200,106.51,106.51,106.47,106.47,4,-1,0,0,-1,-1,0
EURJPY,20010103,185300,106.48,106.48,106.45,106.45,4,-1,0,0,-1,-1,0
EURJPY,20010103,185400,106.44,106.44,106.35,106.35,4,-1,0,0,-1,-1,0
EURJPY,20010103,185500,106.36,106.39,106.36,106.39,4,-1,0,1,-1,-1,0
EURJPY,20010103,185600,106.4,106.41,106.37,106.37,4,0,0,0,-1,-1,0
EURJPY,20010103,185700,106.38,106.38,106.35,106.36,4,-1,0,0,-1,-1,0
EURJPY,20010103,185800,106.37,106.37,106.31,106.31,4,-1,0,0,-1,-1,0
EURJPY,20010103,185900,106.29,106.32,106.28,106.29,4,-1,0,1,-1,-1,0
EURJPY,20010103,190000,106.28,106.28,106.17,106.17,4,-1,0,0,-1,-1,0
EURJPY,20010103,190100,106.15,106.15,106.12,106.15,4,-1,0,1,-1,-1,0
EURJPY,20010103,190200,106.16,106.17,106.12,106.12,4,-1,0,0,-1,-1,0
EURJPY,20010103,190300,106.12,106.12,106.11,106.11,4,-1,0,0,-1,-1,0
EURJPY,20010103,190400,106.1,106.11,106.08,106.11,4,-1,0,1,1,-1,1
EURJPY,20010103,190500,106.12,106.25,106.12,106.25,4,0,0,0,1,-1,0
EURJPY,20010103,190600,106.34,106.36,106.34,106.36,4,1,1,0,1,-1,0
EURJPY,20010103,190700,106.37,106.38,106.37,106.38,4,1,0,0,1,-1,0
EURJPY,20010103,190800,106.39,106.4,106.39,106.4,4,1,0,0,1,-1,0
EURJPY,20010103,190900,106.39,106.39,106.32,106.32,4,0,0,-1,1,-1,0
EURJPY,20010103,191000,106.33,106.34,106.32,106.34,4,-1,0,0,1,-1,0
EURJPY,20010103,191100,106.35,106.39,106.35,106.39,4,1,0,0,1,-1,0
EURJPY,20010103,191300,106.38,106.38,106.38,106.38,4,1,0,0,1,-1,0
